Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Casa,Pilar Del Este,179950,USD,557,131, 4,2,12000,ARS
Casa,"Jose Leon Suarez, General San Martin, Buenos Aires",79000,USD,270,127, 3,1,N/A,N/A
Casa,"Moron, Moron, Buenos Aires",53000,USD,45,38, 2,1,N/A,N/A
Casa,"Senderos Iv, Costa Esmeralda, De La Costa, Buenos Aires",229000,USD,944,140, 4,2,12000,ARS
Casa,"Ceibal, San Antonio, Jujuy",65000,USD,95.4,91, 4,1,N/A,N/A
Casa,"Villa Parque Sicardi, La Plata, La Plata, Buenos Aires",80000,USD,300,75, 3,1,N/A,N/A
Casa,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",299000,USD,300,126, 4,2,N/A,N/A
Casa,"Oliveros, Iriondo, Santa Fe",40000,USD,220,65, 3,1,N/A,N/A
Casa,"Alberdi, Rosario, Rosario, Santa Fe",55000,USD,162,50, 2,1,N/A,N/A
Casa,"El Tipal Club De Campo, Countries Y Barrios Cerrados En San Lorenzo, Capital, Salta",495000,USD,318,217, 5,4,18000,ARS
Casa,"El Paso, Santo Tome, Santa Fe Capital, Santa Fe",320000,USD,230,150, 6,2,21000,ARS
Casa,"Los Mimbres, Cordoba, Capital,",300000,USD,295,270, 9,4,N/A,N/A
Casa,"Don Torcuato, Tigre, Buenos Aires",490000,USD,400,350, 8,5,N/A,N/A
Casa,"Salta, Capital, Salta",130000,USD,145.21,127.9, 4,2,N/A,N/A
Casa,"Villa Dominico, Avellaneda, Buenos Aires",89000,USD,210,146, 4,2,N/A,N/A
Casa,"Praderas De San Lorenzo, Countries Y Barrios Cerrados En San Lorenzo, Capital, Salta",230000,USD,180,180, 5,2,12000,ARS
Casa,"Castelar, Moron, Buenos Aires",115000,USD,384,100, 4,2,N/A,N/A
Casa,"Roldan, San Lorenzo, Santa Fe",80000,USD,518,87, 4,1,N/A,N/A
Casa,"Altos De Manzanares, Fatima Estacion Empalme, Pilar, Buenos Aires",320000,USD,221,182, 6,3,15000,ARS
Casa,"Vistalba, Lujan De Cuyo, Mendoza",200000,USD,1200,200, 5,4,N/A,N/A
Casa,"Ciudad Evita, La Matanza, Buenos Aires",83500,USD,105,105, 4,2,N/A,N/A
Casa,"Guadalupe, Santa Fe, Santa Fe Capital, Santa Fe",180000,USD,191,191, 3,2,N/A,N/A
Casa,"El Palomar, Moron, Buenos Aires",118000,USD,159,129, 5,2,N/A,N/A
Casa,"Colastine Norte, Santa Fe Capital, Santa Fe",55000,USD,90,90, 2,1,N/A,N/A
Casa,"Centro America, Cordoba, Capital,",39900,USD,262,192, 4,2,N/A,N/A
Casa,"Ruta Provincial 2 Km 69 0, Haras Del Sur, La Plata, Buenos Aires",299000,USD,221,170, 6,2,48000,ARS
Casa,"La Boca, Capital Federal",249000,USD,560,560, 5,2,N/A,N/A
Casa,"Turdera, Lomas De Zamora, Buenos Aires",195000,USD,995,295, 6,2,N/A,N/A
Casa,"San Vicente, Cordoba, Capital,",26000,USD,127,122, 4,1,N/A,N/A
Casa,"Bahia Blanca, Bahia Blanca, Buenos Aires",59000,USD,53,53, 3,1,N/A,N/A
Casa,"Villa Luro, Capital Federal",239000,USD,301,193, 5,1,N/A,N/A
Casa,"Don Bosco, Quilmes, Buenos Aires",77000,USD,220,62.41, 3,1,N/A,N/A
Casa,"Villa Celina, La Matanza, Buenos Aires",135000,USD,167,153, 5,2,N/A,N/A
Casa,"Villa Lugano, Capital Federal",287000,USD,448,243, 4,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",258000,USD,303,303, 8,2,N/A,N/A
Casa,"Adrogue, Almirante Brown, Buenos Aires",283500,USD,436,226, 5,3,N/A,N/A
Casa,"Jose Ingenieros, Tres De Febrero, Buenos Aires",75000,USD,217,195, 3,2,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",79000,USD,104,104, 4,1,N/A,N/A
Casa,Nordelta,1200000,USD,480,410, 7,5,N/A,N/A
Casa,Pilar Del Este,185000,USD,167,138, 4,3,N/A,N/A
Casa,"Ceibos 100, Puertos Del Lago",495000,USD,382,283, 5,4,44000,ARS
Casa,"Alto General Paz, Cordoba, Capital,",64900,USD,228,198,N/A,2,N/A,N/A
Casa,"San Carlos, La Plata, Buenos Aires",290000,USD,1920,80, 3,1,N/A,N/A
Casa,"Zelaya 0, Pilar Del Este",139000,USD,642,122, 4,2,N/A,N/A
Casa,"El Lauquen, Esteban Echeverria, Buenos Aires",400000,USD,1400,260, 7,5,N/A,N/A
Casa,"Temperley, Lomas De Zamora, Buenos Aires",235000,USD,209,204, 4,2,N/A,N/A
Casa,"Salta, Capital, Salta",198000,USD,330,250, 6,3,N/A,N/A
Casa,"Munro, Vicente Lopez, Buenos Aires",187000,USD,215,145, 4,2,N/A,N/A
Casa,"Chascomus, Chascomus, Buenos Aires",660000,USD,914,447, 5,3,N/A,N/A
Casa,"Moron Sur, Moron, Moron, Buenos Aires",124900,USD,165,114, 4,1,N/A,N/A
Casa,"Los Fresnos, Pilar, Pilar, Buenos Aires",220000,USD,156,134, 5,2,25000,ARS
Casa,"La Reja, Moreno, Buenos Aires",59000,USD,255,137, 4,2,N/A,N/A
Casa,La,29000,USD,168,77, 3,1,N/A,N/A
Casa,"Sur, Esperanza, Las Colonias, Santa Fe",69000,USD,109,105, 5,1,N/A,N/A
Casa,"Barrancas De San Jose, General Pacheco, Tigre, Buenos Aires",385000,USD,199,175, 5,2,N/A,N/A
Casa,"Greenville Ii, Cordoba, Capital,",169000,USD,150,150, 7,3,N/A,N/A
Casa,"El Ombu, Ezeiza, Buenos Aires",379900,USD,251,251, 5,3,60000,ARS
Casa,"Fisherton, Rosario, Rosario, Santa Fe",220000,USD,167.18,167.18, 7,2,N/A,N/A
Casa,"Monte Grande, Esteban Echeverria, Buenos Aires",99999,USD,100,100, 3,1,N/A,N/A
Casa,"Banfield, Lomas De Zamora, Buenos Aires",159000,USD,232,193, 4,2,N/A,N/A
Casa,"Gerli, Lanus, Buenos Aires",189000,USD,339,191, 5,2,N/A,N/A
Casa,"Loma Verde, Escobar, Buenos Aires",120000,USD,595,145, 4,2,N/A,N/A
Casa,"Avellaneda, Avellaneda, Buenos Aires",149900,USD,157,122, 4,2,N/A,N/A
Casa,"Cipolletti, General Roca,",85000,USD,500,187, 5,2,N/A,N/A
Casa,"Temperley, Lomas De Zamora, Buenos Aires",135000,USD,260,125, 5,1,N/A,N/A
Casa,"Ciudadela, Tres De Febrero, Buenos Aires",100000,USD,320,153, 3,1,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",82000,USD,150,115, 4,1,N/A,N/A
Casa,"Boulogne, San Isidro, Buenos Aires",320000,USD,307,190, 5,2,N/A,N/A
Casa,"Neuquen, Confluencia,",150000,USD,194,174, 7,2,N/A,N/A
Casa,"La Paternal, Capital Federal",199990,USD,262.83,170, 5,1,N/A,N/A
Casa,"Bahia Blanca, Bahia Blanca, Buenos Aires",232000,USD,240,240, 4,3,N/A,N/A
Casa,"Villa Belgrano, Cordoba, Capital,",249000,USD,223,223, 8,3,1500,ARS
Casa,Nordelta,460000,USD,678.74,250, 6,5,30600,ARS
Casa,"Carrodilla La Puntilla, Lujan De Cuyo, Mendoza",155000,USD,180,180, 4,2,N/A,N/A
Casa,"Santo Tomas, Pilar, Buenos Aires",219000,USD,235.24,174, 4,2,24000,ARS
Casa,"Pilar Del Lago, Pilar, Pilar, Buenos Aires",198000,USD,800,162, 4,2,N/A,N/A
Casa,"Parque Las Naciones, Presidente Peron, Buenos Aires",130000,USD,190,170, 5,2,7000,ARS
Casa,"La Plata, La Plata, Buenos Aires",350000,USD,1078,428, 7,4,N/A,N/A
Casa,"La Tablada, Rosario, Rosario, Santa Fe",83000,USD,145,145, 6,2,N/A,N/A
Casa,"Lomas Del Mirador, La Matanza, Buenos Aires",165000,USD,314,254, 4,1,N/A,N/A
Casa,"Guadalupe, Santa Fe, Santa Fe Capital, Santa Fe",205000,USD,218,100, 3,1,N/A,N/A
Casa,"Laguna Azul, Ezeiza, Buenos Aires",124990,USD,120,90, 3,1,N/A,N/A
Casa,"Joaquin Gorina, La Plata, Buenos Aires",320000,USD,274,239, 5,2,N/A,N/A
Casa,"Sur, Santa Fe, Santa Fe Capital, Santa Fe",73000,USD,84.88,69.63, 4,1,N/A,N/A
Casa,"Isidro Casanova, La Matanza, Buenos Aires",50000,USD,290,255, 7,4,N/A,N/A
Casa,"Moron, Moron, Buenos Aires",49000,USD,38,38, 2,1,N/A,N/A
Casa,"Gorriti 4100, Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 350",Solicitar,precio,350,290, 5,4,N/A,N/A
Casa,"Floresta, Capital Federal",150000,USD,140,116, 5,2,N/A,N/A
Casa,"Bernal Este, Quilmes, Buenos Aires",138900,USD,130,130, 3,1,N/A,N/A
Casa,"General Rodriguez, General Rodriguez, Buenos Aires",44600,USD,300,93, 3,2,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",99000,USD,154.4,108, 4,2,N/A,N/A
Casa,"Hurlingham, Hurlingham, Buenos Aires",82500,USD,290,200, 8,2,N/A,N/A
Casa,"Bernal Oeste, Quilmes, Buenos Aires",129000,USD,237,115, 3,1,N/A,N/A
Casa,Puerto,320000,USD,1050,187, 5,4,15000,ARS
Casa,"Wilde, Avellaneda, Buenos Aires",39000,USD,74,57, 3,1,N/A,N/A
Casa,"Villa Real, Capital Federal",184000,USD,93,88, 3,1,N/A,N/A
Casa,"Moreno, Moreno, Buenos Aires",59000,USD,359,229, 8,4,N/A,N/A
Casa,"Bella Vista, San Miguel, Buenos Aires",250000,USD,680,150, 2,1,N/A,N/A
Casa,"Bella Vista, San Miguel, Buenos Aires",250000,USD,679,296, 5,4,N/A,N/A
Casa,"Alta Gracia, Santa Maria,",34900,USD,75,75, 4,1,N/A,N/A
Casa,"Pilarica, Pilar, Pilar, Buenos Aires",105000,USD,645,100, 4,2,N/A,N/A
Casa,"Villa Santos Tesei, Hurlingham, Buenos Aires",370000,USD,557,257, 5,2,21000,ARS
Casa,Pilar Del Este,155000,USD,484.28,123.76, 4,2,N/A,N/A
Casa,El,179900,USD,168,120, 3,2,N/A,N/A
Casa,"Remedios De Escalada, Lanus, Buenos Aires",115000,USD,236,125, 5,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",79000,USD,143,103, 5,2,N/A,N/A
Casa,"Ringuelet, La Plata, Buenos Aires  Solicitar precio 270",Solicitar,precio,270,130, 4,2,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 181",Solicitar,precio,181,175, 7,2,N/A,N/A
Casa,"Barranquitas, Santa Fe Capital, Santa Fe  Solicitar precio 156",Solicitar,precio,156,69, 3,1,N/A,N/A
Casa,"Quilmes Oeste, Quilmes, Buenos Aires",140000,USD,392,240, 4,2,N/A,N/A
Casa,"Lanus Oeste, Lanus, Lanus, Buenos Aires",115000,USD,236,125, 5,2,N/A,N/A
Casa,"Vicente Casares,",650000,USD,1876,380, 5,4,34500,ARS
Casa,"Vicente Casares,",450000,USD,2884,209, 3,2,34500,ARS
Casa,"Tablada, La Matanza, Buenos Aires",100000,USD,149.99,67.44, 5,1,N/A,N/A
Casa,"Alto Verde, Cordoba, Capital,",149000,USD,303,303, 8,3,N/A,N/A
Casa,"Zona Delta Tigre, Tigre, Buenos Aires",160000,USD,580,160, 6,3,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",45000,USD,168,85, 4,1,N/A,N/A
Casa,"Godoy Cruz, Godoy Cruz, Mendoza",49900,USD,140,110, 4,2,N/A,N/A
Casa,"Villa Sarmiento, Moron, Buenos Aires",360000,USD,294,249, 7,4,N/A,N/A
Casa,"Don Torcuato, Tigre, Buenos Aires",189000,USD,360,212, 5,4,N/A,N/A
Casa,"Flores, Capital Federal",139000,USD,123,92, 5,1,N/A,N/A
Casa,"Parque Avellaneda, Capital Federal",199000,USD,212,180, 6,2,N/A,N/A
Casa,"Paso Del Rey, Moreno, Buenos Aires",78000,USD,98,66, 3,1,N/A,N/A
Casa,"Paso Del Rey, Moreno, Buenos Aires",75000,USD,92,66, 3,1,N/A,N/A
Casa,"Balvanera, Capital Federal",1000000,USD,839,819,N/A,3,N/A,N/A
Casa,"Chilavert, Villa Ballester, General San Martin, Buenos Aires",219000,USD,320,165, 4,1,N/A,N/A
Casa,"Florida, Vicente Lopez, Buenos Aires",410000,USD,282,250, 4,3,N/A,N/A
Casa,,175000,USD,316.89,175.49, 3,2,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe",55000,USD,152,147, 3,1,N/A,N/A
Casa,"Esperanza, Las Colonias, Santa Fe",42000,USD,88,88, 3,1,N/A,N/A
Casa,"Villa Mitre, Bahia Blanca, Buenos Aires",150000,USD,464,284, 8,3,N/A,N/A
Casa,"Rafael Castillo, La Matanza, Buenos Aires",85000,USD,171,141, 6,2,N/A,N/A
Casa,"City Bell, La Plata, Buenos Aires",259000,USD,186,186, 5,2,N/A,N/A
Casa,"Cerro De Las Rosas, Cordoba, Capital,",125000,USD,380,190, 4,3,N/A,N/A
Casa,"Bella Vista, Rosario, Rosario, Santa Fe",45000,USD,127,102, 2,1,N/A,N/A
Casa,"Horizontes Al Sur, Guernica, Presidente Peron, Buenos Aires",239000,USD,750,140, 4,3,16000,ARS
Casa,"Rio Lujan Y Ruta 26,  Aldea Del Lujan 800, Puerto De Escobar, Escobar, Buenos Aires",259000,USD,450,300, 5,2,39000,ARS
Casa,"Beccar, San Isidro, Buenos Aires",300000,USD,331,257, 6,4,N/A,N/A
Casa,"Mataderos, Capital Federal",390000,USD,360,300, 6,2,N/A,N/A
Casa,"Nueva Pompeya, Capital Federal",140000,USD,199,122, 4,2,N/A,N/A
Casa,"Castelar, Moron, Buenos Aires",225000,USD,105,105, 4,2,N/A,N/A
Casa,"Jose Leon Suarez, General San Martin, Buenos Aires",88900,USD,425,77, 4,2,N/A,N/A
Casa,"Moron, Moron, Buenos Aires",65000,USD,407.5,123, 4,1,N/A,N/A
Casa,"Ciudadela, Tres De Febrero, Buenos Aires",155000,USD,240,215, 5,2,N/A,N/A
Casa,"Moreno, Moreno, Buenos Aires",55000,USD,135,135, 4,2,N/A,N/A
Casa,"Lanus, Lanus, Buenos Aires",87500,USD,247,97, 3,1,N/A,N/A
Casa,"Manuel B Gonnet, La Plata, Buenos Aires",275000,USD,742,270, 7,4,N/A,N/A
Casa,"City Bell, La Plata, Buenos Aires",120000,USD,375,110, 4,1,N/A,N/A
Casa,"Santo Tome, Santa Fe Capital, Santa Fe",42000,USD,156,156, 4,1,N/A,N/A
Casa,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",89900,USD,122,55, 3,1,N/A,N/A
Casa,Manuel,300000,USD,800,350, 5,3,N/A,N/A
Casa,"Godoy Cruz, Godoy Cruz, Godoy Cruz, Mendoza",125000,USD,269,145, 5,2,N/A,N/A
Casa,"Pilar, Pilar, Buenos Aires",165000,USD,137,137, 4,2,10000,ARS
Casa,"Manuel B Gonnet, La Plata, Buenos Aires",185000,USD,208,170, 5,2,N/A,N/A
Casa,"Luis Agote, Rosario, Rosario, Santa Fe",150000,USD,170,170, 6,1,N/A,N/A
Casa,"Vicente Lopez, Vicente Lopez, Buenos Aires",449500,USD,408,203, 5,2,N/A,N/A
Casa,"Guillermo E Hudson, Berazategui, Buenos Aires",350000,USD,200,175, 5,2,N/A,N/A
Casa,"Cayasta, Garay, Santa Fe",15900,USD,105,90, 4,2,N/A,N/A
Casa,"Guadalupe, Santa Fe, Santa Fe Capital, Santa Fe",34000,USD,175,145, 3,1,N/A,N/A
Casa,"Las Heras, Las Heras, Mendoza",94000,USD,356,316, 8,2,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",49000,USD,146,126, 4,2,N/A,N/A
Casa,"Lagos Del Norte, Don Torcuato, Tigre, Buenos Aires",240000,USD,850,280, 7,4,30000,ARS
Casa,"Colonia Caroya, Colon,",149999,USD,252,252, 5,2,N/A,N/A
Casa,"Mar Del Plata, General Pueyrredon, Buenos Aires",50000,USD,283,67, 3,1,N/A,N/A
Casa,"Tortuguitas, Malvinas Argentinas, Buenos Aires",80000,USD,113,107, 3,2,N/A,N/A
Casa,"Puertos Del Lago, Belen De Escobar, Escobar, Buenos Aires",249000,USD,200,170, 5,2,18000,ARS
Casa,"Zona Delta Tigre, Tigre, Buenos Aires",100000,USD,50,50, 3,1,N/A,N/A
Casa,"Villa Elisa, La Plata, Buenos Aires",143000,USD,660,120, 4,2,N/A,N/A
Casa,"Villa Elisa, La Plata, Buenos Aires",249000,USD,810,240, 7,2,N/A,N/A
Casa,"La Florida, Rosario, Rosario, Santa Fe",124000,USD,169,129, 5,2,N/A,N/A
Casa,San Eliseo Golf,1000000,USD,802,802, 7,6,54000,ARS
Casa,"Monte Grande, Esteban Echeverria, Buenos Aires",98000,USD,195,150, 4,2,N/A,N/A
Casa,"Villa Adelina, San Isidro, Buenos Aires",207000,USD,340,150, 4,2,N/A,N/A
Casa,"Beccar, San Isidro, Buenos Aires",155000,USD,288,95, 4,1,N/A,N/A
Casa,"La Martona,",220000,USD,177,100, 5,2,29000,ARS
Casa,"Rp58, Km",179000,USD,800,141, 4,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",155000,USD,160,110, 5,1,N/A,N/A
Casa,"Ituzaingo, Parque Leloir 2100, Barrio Parque Leloir, Ituzaingo, Buenos Aires",189000,USD,129,88, 4,1,N/A,N/A
Casa,"Cordoba, Capital,",46800,USD,127,127, 6,1,N/A,N/A
Casa,"Golf, Villa Allende, Colon,",158000,USD,147,147, 6,3,N/A,N/A
Casa,"Centenario, Confluencia,",Solicitar,precio,884.86,691.5, 8,3,N/A,N/A
Casa,Florida,275000,USD,197,151, 4,2,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",26000,USD,251,216, 4,1,N/A,N/A
Casa,"Bernal Este, Quilmes, Buenos Aires",115000,USD,294,163, 4,1,N/A,N/A
Casa,Capital Federal,425000,USD,380,280, 5,2,N/A,N/A
Casa,"Santo Tomas, Pilar, Buenos Aires",169000,USD,232.25,169.5, 4,2,9000,ARS
Casa,"Belen De Escobar, Escobar, Buenos Aires",139000,USD,449,144, 4,2,N/A,N/A
Casa,"Grand Bell, La Plata, Buenos Aires  Solicitar precio",Solicitar,precio,2770,600, 8,5,75000,ARS
Casa,"Ciudad Jardin Del Palomar, Tres De Febrero, Buenos Aires",349900,USD,266,266, 4,3,N/A,N/A
Casa,"Roldan, San Lorenzo, Santa Fe",89000,USD,93.86,49.06, 3,1,N/A,N/A
Casa,"Villa Olivos, Garin, Escobar, Buenos Aires",315000,USD,222,192, 5,3,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 1189",Solicitar,precio,1189,1189,N/A,6,N/A,N/A
Casa,"Villa Adelina, San Isidro, Buenos Aires",255000,USD,246,208, 4,1,N/A,N/A
Casa,"Ramos Mejia, La Matanza, Buenos Aires",145000,USD,121,121, 4,2,N/A,N/A
Casa,"Villa Castells, La Plata, Buenos Aires",99900,USD,95,95, 3,1,N/A,N/A
Casa,"Godoy Cruz, Godoy Cruz, Mendoza",5900000,ARS,200,110, 6,2,10,ARS
Casa,"Wilde, Avellaneda, Buenos Aires",159000,USD,180,100, 4,1,N/A,N/A
Casa,"Salto, Salto, Buenos Aires",70000,USD,191.3,115.85, 4,1,N/A,N/A
Casa,"Tigre, Tigre, Buenos Aires",170000,USD,100,95, 5,1,N/A,N/A
Casa,"Bahia Blanca, Bahia Blanca, Buenos Aires",29000,USD,79.96,79.96, 3,1,N/A,N/A
Casa,"Villa Rosas, Rafaela, Castellanos, Santa Fe  Solicitar precio 116",Solicitar,precio,116,116, 3,1,N/A,N/A
Casa,"Quilmes Oeste, Quilmes, Buenos Aires",85000,USD,281,194, 4,1,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",260000,USD,320,320, 7,2,N/A,N/A
Casa,"Nueva Pompeya, Capital Federal",340000,USD,696,528, 8,3,N/A,N/A
Casa,"Ituzaingo, Ituzaingo, Buenos Aires",70000,USD,72,72, 3,1,N/A,N/A
Casa,"Ituzaingo, Ituzaingo, Buenos Aires",70000,USD,72,72, 3,1,N/A,N/A
Casa,"San Vicente, San Vicente, Buenos Aires",68000,USD,305,113, 3,1,N/A,N/A
Casa,"Tolosa, La Plata, Buenos Aires",94500,USD,280,280, 4,1,N/A,N/A
Casa,"Hurlingham, Hurlingham, Buenos Aires",210000,USD,626.5,162.8, 6,3,N/A,N/A
Casa,"La Chacra, San Fernando, San Fernando, Buenos Aires",395000,USD,190,190, 5,4,N/A,N/A
Casa,"Estancia Villa Maria, Ezeiza, Buenos Aires",389000,USD,378,305, 6,3,15000,ARS
Casa,"Rafael Calzada, Almirante Brown, Buenos Aires",39000,USD,290,80, 4,2,N/A,N/A
Casa,"Guadalupe, Santa Fe, Santa Fe Capital, Santa Fe",219000,USD,282.21,202.7, 9,2,N/A,N/A
Casa,"Arturo Segui, La Plata, Buenos Aires",90000,USD,78.51,75.87, 4,1,N/A,N/A
Casa,"Manuel B Gonnet, La Plata, Buenos Aires",179000,USD,310,280, 7,3,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",110000,USD,182,180, 3,1,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",180000,USD,210,170, 4,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",250000,USD,230,230, 8,2,N/A,N/A
Casa,"Santos Lugares, Tres De Febrero, Buenos Aires",90000,USD,125,121, 4,1,N/A,N/A
Casa,"Felicia, Las Colonias, Santa Fe",48000,USD,300,173, 5,1,N/A,N/A
Casa,"Bahia Blanca, Bahia Blanca, Buenos Aires",139000,USD,190,190, 4,3,N/A,N/A
Casa,"San Fernando, San Fernando, Buenos Aires",135000,USD,430,350, 4,4,N/A,N/A
Casa,"Pilar Del Este, Pilar, Pilar, Buenos Aires",259000,USD,950,200, 4,3,20000,ARS
Casa,"Pablo Nogues, Malvinas Argentinas, Buenos Aires",429000,USD,270,240, 7,3,35000,ARS
Casa,"San Justo, La Matanza, Buenos Aires  Solicitar precio 130",Solicitar,precio,130,113, 4,2,N/A,N/A
Casa,"Villa Santos Tesei, Hurlingham, Buenos Aires",69000,USD,320,140, 3,1,N/A,N/A
Casa,"Pablo Podesta, Tres De Febrero, Buenos Aires",84700,USD,115,90, 3,2,N/A,N/A
Casa,Pilar Del Este,161000,USD,146,122, 4,2,10000,ARS
Casa,"City Bell, La Plata, Buenos Aires",175000,USD,239,190, 7,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",49000,USD,112,112, 5,1,N/A,N/A
Casa,"Olivos, Vicente Lopez, Buenos Aires",140000,USD,186,151, 8,2,N/A,N/A
Casa,"Garin, Escobar, Buenos Aires",127000,USD,216,216, 4,2,N/A,N/A
Casa,"Garin, Escobar, Buenos Aires",140000,USD,743,216, 4,2,N/A,N/A
Casa,"Santo Tome, Santa Fe Capital, Santa Fe",60000,USD,93,93, 5,1,N/A,N/A
Casa,"Santo Tome, Santa Fe Capital, Santa Fe",62000,USD,99,99, 5,1,N/A,N/A
Casa,"Santo Tome, Santa Fe Capital, Santa Fe",65000,USD,102,102, 5,1,N/A,N/A
Casa,"Zona Norte, Santa Fe, Santa Fe Capital, Santa Fe",50000,USD,145,82, 6,2,N/A,N/A
Casa,"Puertos Del Lago, Belen De Escobar, Escobar, Buenos Aires",239000,USD,161,138, 4,2,N/A,N/A
Casa,Pilar Del Este,199900,USD,158,131, 4,2,15000,ARS
Casa,"Cordoba, Capital,",189000,USD,317,307, 7,2,N/A,N/A
Casa,"Nueva Pompeya, Capital Federal",110000,USD,400,200, 4,1,N/A,N/A
Casa,"Villa Allende Parque, Cordoba, Capital,",59909,USD,205,205, 4,2,N/A,N/A
Casa,"La Delfina, Pilar, Pilar, Buenos Aires",385000,USD,262,256, 5,2,N/A,N/A
Casa,"Matheu, Escobar, Buenos Aires",119000,USD,160,125, 4,1,25000,ARS
Casa,"Reconquista, General Obligado, Santa Fe  Solicitar precio 306",Solicitar,precio,306,306,N/A,3,N/A,N/A
Casa,"Caballito, Capital Federal",485000,USD,424,304, 7,3,N/A,N/A
Casa,,109999,USD,110,110, 4,1,N/A,N/A
Casa,"Abasto, Rosario, Rosario, Santa Fe  Solicitar precio 382",Solicitar,precio,382,205, 7,2,N/A,N/A
Casa,"Fisherton, Rosario, Rosario, Santa Fe",255000,USD,380,190, 4,2,N/A,N/A
Casa,"Monte Grande, Esteban Echeverria, Buenos Aires",189000,USD,250,250, 5,1,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires  Solicitar precio 641",Solicitar,precio,641,223, 6,1,N/A,N/A
Casa,"Hurlingham, Hurlingham, Buenos Aires",290000,USD,695,197.8, 5,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",98000,USD,139,135, 4,1,N/A,N/A
Casa,"Oeste, Esperanza, Las Colonias, Santa Fe",98000,USD,110,110, 5,1,N/A,N/A
Casa,"El Rocio, Del Viso, Pilar, Buenos Aires",123000,USD,300,95, 4,1,N/A,N/A
Casa,"Los Cardales, Exaltacion De La Cruz, Buenos Aires",87000,USD,280,144, 5,2,N/A,N/A
Casa,La Horqueta De,235000,USD,172,172, 4,2,25000,ARS
Casa,"La Lonja, Pilar, Buenos Aires",128000,USD,1135,120, 4,2,N/A,N/A
Casa,"Maipu, Maipu, Mendoza",150000,USD,200,185, 7,2,12000,ARS
Casa,"Monte Grande, Esteban Echeverria, Buenos Aires",39000,USD,204,72, 3,1,N/A,N/A
Casa,"Ricardo Rojas, Tigre, Buenos Aires",68000,USD,275,96, 4,1,N/A,N/A
Casa,"Ingeniero Adolfo Sourdeaux, Malvinas Argentinas, Buenos Aires",289000,USD,715,600, 5,3,N/A,N/A
Casa,"El Palomar, Moron, Buenos Aires",110000,USD,305,93, 3,1,N/A,N/A
Casa,"Pablo Podesta, Tres De Febrero, Buenos Aires",149500,USD,350.74,287.85, 6,2,N/A,N/A
Casa,"Moron, Moron, Buenos Aires",220000,USD,500,250, 4,3,N/A,N/A
Casa,"Hurlingham, Hurlingham, Buenos Aires",332000,USD,625.86,172.01, 6,3,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe",57000,USD,90,90, 5,1,N/A,N/A
Casa,"Jesus Maria, Colon,",160000,USD,272,272, 6,2,N/A,N/A
Casa,"Ingeniero Maschwitz, Escobar, Buenos Aires",185000,USD,150,120, 5,3,N/A,N/A
Casa,"Guadalupe, Santa Fe, Santa Fe Capital, Santa Fe",110000,USD,340.52,181, 7,2,N/A,N/A
Casa,"Bernal Este, Quilmes, Buenos Aires",169950,USD,192,192, 4,2,N/A,N/A
Casa,"Caseros, Tres De Febrero, Buenos Aires",69500,USD,173,170, 3,1,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 189",Solicitar,precio,189,99, 3,1,N/A,N/A
Casa,"Zona Centro, Salta, Capital, Salta",420000,USD,464,400, 8,4,N/A,N/A
Casa,"Godoy Cruz, Godoy Cruz, Mendoza",65000,USD,271,191, 5,1,N/A,N/A
Casa,"Carapachay, Vicente Lopez, Buenos Aires",90000,USD,105.07,68.63, 3,1,N/A,N/A
Casa,"Miradores De Manantiales, Cordoba, Capital,",98900,USD,115,115, 4,2,8000,ARS
Casa,"Estancia Del Terron, Mendiolaza, Colon,",430000,USD,324.55,305,N/A,3,25000,ARS
Casa,"Rio Ceballos, Colon,",44900,USD,90,90, 4,1,N/A,N/A
